Date,RM,Risk_Free,Rm_minus_Rf,SMB,HML,WML,IML
1/5/2005,-0.008888969,0.000656009,-0.009544979,0.008267175,-0.000648734,-0.002922235,-8.21E-06
1/6/2005,-0.007992514,0.000657692,-0.008650206,-0.010597804,-0.019409063,0.006496137,-0.005397004
1/7/2005,0.010485909,0.000657019,0.00982889,0.0200917,0.012045704,-0.000806157,-0.010923635
1/10/2005,-0.013372089,0.000658028,-0.014030117,-0.023525645,-0.015049554,0.016911299,-0.012815788
1/11/2005,0.000113644,0.000659038,-0.000545394,0.010255982,-0.006112394,-0.001460125,0.002716222
1/12/2005,8.98E-05,0.000659374,-0.000569586,0.021518525,0.00433575,-0.004344086,0.010415254
1/13/2005,0.013604218,0.000660383,0.012943835,-0.007070667,-0.016633811,0.015755365,-0.018274148
1/14/2005,0.007158939,0.000661391,0.006497547,-0.013945719,-0.028264514,0.009396689,-0.013927212
1/17/2005,-0.010487495,0.00066408,-0.011151574,-0.018069752,-0.004985458,0.019556392,-0.008165257
1/18/2005,-0.011929572,0.000666766,-0.012596338,-0.026462367,-0.016263627,-0.013153704,-0.001399379
1/19/2005,0.00386632,0.000667102,0.003199218,0.018085083,0.003684792,-0.0079723,0.010214835
1/20/2005,-0.023633148,0.000668109,-0.024301257,-0.012945428,-0.013624386,0.005500354,-0.006855544
1/21/2005,0.006943965,0.000668109,0.006275856,-0.002264773,-0.007784259,-0.000292515,-0.010468652
1/24/2005,0.016113043,0.000668444,0.015444598,-0.010457078,0.011401683,0.009244183,0.008323543
1/26/2005,0.005993559,0.00066878,0.00532478,0.02201067,0.028859769,-0.006883773,0.008240039
1/27/2005,-0.015719371,0.000670792,-0.016390164,-0.013053916,-0.008074923,0.006965371,-0.004413093
1/28/2005,-0.004378691,0.000673139,-0.00505183,0.013244921,-0.005492652,0.011744058,-0.000186938
1/31/2005,0.01194466,0.000673474,0.011271185,0.005334965,0.017524282,0.000480245,0.000505447
2/1/2005,-0.003521319,0.000674144,-0.004195463,-0.004708446,-0.030743808,-0.006411172,-0.020760549
2/2/2005,0.016559493,0.000676824,0.015882669,0.00834158,0.017598328,0.021847163,0.012942194
2/3/2005,0.010619085,0.000677159,0.009941926,-0.007361472,0.008827636,0.008482034,0.017734993
2/4/2005,0.028691374,0.000677159,0.028014215,0.013957816,0.017469406,-0.018657617,0.011786323
2/9/2005,0.019618859,0.000679837,0.018939023,-0.00498861,0.014056758,-0.033687743,-0.01344296
2/10/2005,0.000212147,0.00068084,-0.000468693,0.010497644,0.015525033,-0.006037116,0.009310362
2/11/2005,0.008922683,0.00068084,0.008241842,-0.002880137,0.025100725,-0.005560361,-0.005124233
2/14/2005,4.57E-05,0.000684518,-0.000638811,-0.003885927,-0.029347145,-0.012249619,-0.024577263
2/15/2005,0.00665507,0.000685186,0.005969883,-0.003296642,-0.015656743,0.009197666,0.017481223
2/16/2005,-0.009254957,0.000686523,-0.00994148,-0.005905437,-0.008488169,0.011114918,-0.008877067
2/17/2005,0.017214104,0.000685855,0.016528249,0.014690645,0.021379548,0.006916094,0.00423313
2/18/2005,-0.006277195,0.000685855,-0.00696305,-0.014727631,-0.020995744,0.028275379,0.007865263
2/21/2005,0.003555438,0.000685855,0.002869584,-0.0069982,-0.004623883,-0.001112922,-0.014058095
2/22/2005,0.004641821,0.000686189,0.003955632,-0.024676582,-0.048206997,0.003646715,-0.028258636
2/23/2005,0.012971251,0.000686189,0.012285062,0.008883686,-0.001903213,-0.012076603,-0.019722371
2/24/2005,0.041816748,0.000685521,0.041131228,-0.000592266,-0.002860348,-0.007245149,-0.007393666
2/25/2005,-0.004697101,0.000685855,-0.005382956,0.004746406,0.010404835,-0.006153573,-0.02160849
2/28/2005,-0.014111966,0.000685521,-0.014797486,0.004370844,0.031285566,0.022076076,-0.001646518
3/1/2005,-0.008536932,0.000684518,-0.00922145,-0.003294535,-0.01430809,-0.014480179,0.013803132
3/2/2005,0.014066466,0.000686857,0.01337961,0.011873358,0.010675543,0.012118498,-0.003338025
3/3/2005,0.019909857,0.000686189,0.019223668,-0.009117432,-0.015642137,-0.009198224,-0.01688613
3/4/2005,0.016374128,0.000686189,0.015687939,0.01405224,-0.017358145,0.00728856,-0.011268041
3/7/2005,0.00894181,0.000686523,0.008255287,0.003598385,-0.003274326,0.008911634,0.006941385
3/8/2005,-0.010689536,0.000687525,-0.01137706,-0.01172029,-0.018533447,-0.004197777,0.002784213
3/9/2005,-0.013944232,0.000688193,-0.014632424,-0.009492712,-0.001287163,0.009008367,0.001105403
3/10/2005,-0.009337963,0.000689528,-0.010027491,0.055351008,0.027738997,-0.015623869,0.016517432
3/11/2005,-0.01070892,0.000688527,-0.011397447,-0.015574162,-0.01063387,-0.000881164,-0.00015499
3/14/2005,-0.004836477,0.000690529,-0.005527006,0.022654307,0.009252347,-0.008277857,0.00527251
3/15/2005,-0.015643595,0.000691864,-0.016335459,-0.009935417,-0.00452896,0.018378788,0.000772926
3/16/2005,0.006182212,0.000691864,0.005490349,0.002749883,0.008385314,-0.006485337,-0.006363952
3/17/2005,0.010606131,0.000697864,0.009908267,-0.015083272,-0.003213765,0.013005773,0.000255613
3/18/2005,-0.015711055,0.00069853,-0.016409585,0.004627443,0.005174732,-0.005529389,-0.005945669
3/21/2005,-0.011623112,0.000699196,-0.012322308,0.022753531,0.013372127,-0.016784358,0.005831468
3/22/2005,-0.020230346,0.000699196,-0.020929542,-0.023176849,-0.035115765,0.004274511,-0.007904415
3/23/2005,-0.021420482,0.000699862,-0.022120344,0.020975433,0.01905682,0.000200195,-3.15E-05
3/24/2005,0.021315167,0.000699196,0.020615971,-0.019369121,-0.016588185,0.007741867,-0.004193318
3/28/2005,-0.018608104,0.000699862,-0.019307966,0.011711527,-0.003706001,-0.025814324,-0.004326158
3/29/2005,-0.021104643,0.000699529,-0.021804172,0.015700331,0.03007584,-0.008378774,0.005905945
3/30/2005,0.020412417,0.000699196,0.019713221,-0.004809414,0.011393814,-0.015571452,-0.003484136
3/31/2005,0.009091445,0.000699196,0.008392249,-0.013814954,-0.029085387,0.002734902,-0.005926753
4/1/2005,0.004973259,0.000700195,0.004273065,-0.006438345,0.027542271,-0.007493443,-2.02E-05
4/4/2005,-0.011598822,0.000701193,-0.012300015,0.00107179,-0.00968794,0.004474652,-0.001347291
4/5/2005,-0.012874061,0.000702192,-0.013576253,-0.000627236,0.01600337,-0.004671944,-0.000661173
4/6/2005,-0.011041888,0.000701193,-0.011743082,-0.002116375,-0.008783602,0.001818828,3.23E-05
4/7/2005,0.016303939,0.000701193,0.015602746,0.027596591,0.01307117,-0.010463972,0.017895711
4/8/2005,-0.011435894,0.000702857,-0.012138751,-0.002335843,-0.00716808,0.014183294,0.001281076
4/11/2005,-0.000638126,0.000703522,-0.001341648,0.000767889,-0.004947406,-0.007069387,-0.006060932
4/12/2005,0.003821411,0.000703855,0.003117556,0.019871435,0.037848717,-0.031406185,0.026235132
4/13/2005,-0.008160022,0.00070319,-0.008863212,0.012066693,0.031645058,-0.013052299,0.010679218
4/14/2005,-0.037147181,0.00070319,-0.03785037,-0.008770599,-0.009070387,-0.002853281,0.007120185
4/15/2005,-0.010781172,0.000703855,-0.011485027,-0.019179328,-0.014282455,0.005532732,-0.004579218
4/18/2005,0.006458037,0.00070319,0.005754847,0.003822027,-0.001952124,0.004340537,0.003648673
4/19/2005,0.023845601,0.000703855,0.023141746,0.009440209,0.007556064,0.011880581,-0.002391342
4/20/2005,-0.016229526,0.000704852,-0.016934379,0.000572832,-0.005852169,0.012337454,0.009032778
4/22/2005,-0.009667616,0.000707512,-0.010375128,0.002091979,-0.00891249,0.01492848,0.002970636
4/25/2005,0.018536437,0.000707512,0.017828925,-0.020030795,-0.004663872,0.004047082,-0.015776991
4/26/2005,0.007976904,0.000706847,0.007270057,-0.031710688,0.006445994,0.016662244,0.00279012
4/27/2005,-0.005251306,0.000706515,-0.005957821,0.013491779,0.015676214,-0.004359614,0.000194615
4/28/2005,-0.029246984,0.000707179,-0.029954163,0.014645997,0.019008345,-0.038412853,0.021207276
4/29/2005,0.014556977,0.000707844,0.013849133,0.032863964,-0.008110719,0.019184236,-0.007923023
5/2/2005,-0.002492217,0.000708176,-0.003200393,-0.00875737,-0.014003723,0.015203105,0.003862729
5/3/2005,-0.002536894,0.000708508,-0.003245402,0.002719336,0.011070071,-0.002586567,0.002808178
5/4/2005,0.027158645,0.000708508,0.026450137,0.008177154,0.015616391,-0.005176536,0.016339842
5/5/2005,-0.003723008,0.000709173,-0.004432181,0.015961999,0.012169487,-0.013397618,0.002690382
5/6/2005,0.006515437,0.000709173,0.005806265,0.003315315,-0.013247536,-0.001341816,-0.006907472
5/9/2005,-0.000559765,0.000710169,-0.001269933,-0.007805544,-0.001247976,0.00303073,-0.013226635
5/10/2005,-0.021638424,0.000710833,-0.022349257,-0.00792795,-0.006131884,-0.011906254,0.006175667
5/11/2005,-0.005289844,0.000710833,-0.006000677,0.007843707,0.024129086,-0.020324223,-0.00046825
5/12/2005,-0.021620211,0.000711829,-0.02233204,0.008390746,0.018038404,-0.021153719,0.007643276
5/13/2005,-0.010522434,0.000712493,-0.011234926,-0.001401733,-0.002177577,-0.004723105,-0.003160864
5/16/2005,0.019427589,0.000712161,0.018715428,-0.016189899,-0.006687178,0.009398931,-0.003220432
5/17/2005,0.002358546,0.000711829,0.001646717,-0.002575504,-0.007518518,0.00743689,-0.01725602
5/18/2005,0.018855294,0.000711829,0.018143465,-0.008111705,-0.005282545,0.009981472,-0.004131192
5/19/2005,-0.000431514,0.000716141,-0.001147655,-0.000872873,-0.002570797,-0.002241962,0.002620337
5/20/2005,-0.011173745,0.00071581,-0.011889555,0.000974823,-0.000412965,0.001865235,-0.006721548
5/23/2005,-0.011101288,0.000716473,-0.011817761,0.010933802,-0.002059938,-0.002156693,0.007422179
5/24/2005,0.011668555,0.000716141,0.010952413,-0.004701725,-0.002777077,0.013482087,-0.002874444
5/25/2005,-0.000824587,0.00071581,-0.001540397,0.000705624,0.003314891,-0.005842125,0.000959532
5/27/2005,0.022379653,0.000716141,0.021663512,0.010505487,0.035650994,-0.021517811,0.012181375
5/30/2005,0.007748717,0.000715478,0.007033239,-0.01517445,0.005337297,0.002649054,-0.010058103
5/31/2005,-0.007264618,0.000716141,-0.00798076,0.008605512,0.000935406,0.00515432,-0.000831264
6/1/2005,0.027321647,0.000716473,0.026605174,0.002936066,-0.00016904,-0.022979561,-0.012674465
6/2/2005,0.02192294,0.000716804,0.021206136,0.004689621,0.002705824,0.012817029,0.003789176
6/3/2005,-0.000990133,0.000717136,-0.001707269,-0.017073583,-0.020216782,0.005257944,-0.004064234
6/6/2005,-0.020149831,0.000717467,-0.020867298,-0.030017523,-0.021640163,0.00351936,-0.011419133
6/7/2005,-0.020287321,0.000717467,-0.021004788,-0.011421456,0.0012379,-0.002827497,-0.002938695
6/8/2005,-0.00746186,0.000717799,-0.008179659,-0.014429438,-0.006402502,-0.017060957,-0.004281806
6/9/2005,-0.005948689,0.000717467,-0.006666157,-0.002781708,-0.017197072,-0.011377698,-0.002378445
6/10/2005,0.013167535,0.00071581,0.012451725,0.021735243,0.020398562,-0.001932342,0.007205743
6/13/2005,-0.003380066,0.00071581,-0.004095876,-0.008120779,-0.004832101,-0.005336689,-0.008456013
6/14/2005,0.025266684,0.000716141,0.024550542,0.031910727,0.019681192,-0.003687569,0.02233512
6/15/2005,-0.003883009,0.000716473,-0.004599482,-0.02582281,-0.020460496,0.002075567,-0.011098524
6/16/2005,0.010422174,0.000714815,0.009707359,0.003001854,-0.009254227,0.0153198,-0.009337898
6/17/2005,0.010634129,0.000715147,0.009918982,0.002518333,0.007606162,-0.003182244,0.009637056
6/20/2005,-0.001069347,0.000715478,-0.001784825,0.005582771,0.003782966,0.000499784,-0.001508571
6/21/2005,-0.010654843,0.000715478,-0.011370321,0.009444769,0.003462434,0.002228065,0.007658059
6/22/2005,0.000239393,0.000714815,-0.000475422,-0.020690073,0.002957282,-0.005632999,-0.015331547
6/23/2005,-0.024234139,0.000715478,-0.024949617,-0.02110742,-0.015244835,0.004231226,-0.000691299
6/24/2005,-0.003141007,0.000715147,-0.003856154,0.020279416,0.016034299,-0.005580932,0.019940893
6/27/2005,0.014886066,0.000714815,0.014171251,-0.006860393,-0.005443859,0.007664063,-0.027445246
6/28/2005,0.003320082,0.000715147,0.002604936,-0.011290569,-0.0151738,0.006287675,-0.004280807
6/29/2005,-0.005763567,0.000715478,-0.006479045,0.000488682,0.001156053,0.001925306,0.002179672
6/30/2005,-0.003551997,0.000715147,-0.004267144,0.008404106,0.000246891,0.008368064,0.011952987
7/1/2005,0.014257102,0.00071581,0.013541292,-0.003870938,-0.009528537,0.014019885,-0.00810635
7/4/2005,-0.008337831,0.000715147,-0.009052977,-0.003611622,-0.008212508,0.008391,-0.018079193
7/5/2005,-0.009061259,0.000715478,-0.009776737,-0.022807126,-0.023612787,0.001399217,-0.011368985
7/6/2005,-0.005541032,0.000715478,-0.00625651,-0.018425601,-0.017415465,-0.00904908,-0.008129497
7/7/2005,-0.003183783,0.000714815,-0.003898598,0.004954322,-0.005728962,0.007370894,0.000387601
7/8/2005,0.004879347,0.000714815,0.004164532,-0.018719494,-0.028932696,0.004313375,-0.011159346
7/11/2005,0.014603037,0.000714483,0.013888554,0.026166122,0.035686831,-0.008463229,0.011257142
7/12/2005,0.014232615,0.000714483,0.013518132,-0.00615086,0.023625599,-0.006264401,-0.01062528
7/13/2005,0.009609037,0.000714483,0.008894554,0.02267374,-0.006948129,0.005940491,0.008937803
7/14/2005,-0.000831721,0.000714152,-0.001545872,0.01410226,0.008960109,-0.005837324,0.008865365
7/15/2005,-0.021420473,0.00071382,-0.022134293,-0.008195031,-0.007059842,0.00827235,0.007526431
7/18/2005,0.003600315,0.000713156,0.002887159,0.00134199,-0.00062223,0.007458673,0.00083633
7/19/2005,0.000818832,0.000713156,0.000105676,-0.01125145,-0.023354526,0.002846443,-0.014572361
7/20/2005,0.011966192,0.000712161,0.011254032,0.001810984,0.007663218,0.005685117,-0.000173756
7/21/2005,0.008197765,0.000712493,0.007485272,-0.027643438,-0.012985286,0.003014944,-0.010357914
7/22/2005,-0.00888626,0.000713156,-0.009599416,-0.012708106,-0.028015481,0.002704062,-0.006978758
7/25/2005,-0.027921454,0.000713156,-0.02863461,-0.011548017,-0.028264782,-0.016718827,-0.009598303
7/26/2005,0.011252008,0.000712493,0.010539516,-0.003588481,0.023686909,0.015434407,-0.004437448
7/27/2005,0.018995726,0.000711497,0.018284229,-0.010941489,0.004803186,0.012985962,0.001554854
7/28/2005,0.021945187,0.000712824,0.021232363,0.037977686,0.020893693,-0.01332372,0.017409519
7/29/2005,-0.004421093,0.000712824,-0.005133918,0.018009611,0.021292181,0.004921328,0.014207594
8/1/2005,0.010654239,0.000711497,0.009942742,-0.016650818,-0.004644094,0.009802013,-0.023172456
8/2/2005,0.020078044,0.000713156,0.019364888,-0.009268438,-0.00663826,0.018630027,-0.008590622
8/3/2005,-0.0026242,0.000712493,-0.003336692,0.006017412,-0.003534137,0.007019964,0.011850088
8/4/2005,-0.008449562,0.000712824,-0.009162386,0.008883348,-0.001769812,0.00276302,0.008853966
8/5/2005,-0.000759615,0.000712493,-0.001472108,0.015564583,0.008011293,-0.001674621,-0.01774168
8/8/2005,0.009847713,0.000711829,0.009135885,-0.021204021,-0.010531644,0.007183542,-0.02351081
8/9/2005,0.020010695,0.000711497,0.019299198,0.008886242,-0.000222043,2.75E-05,0.006739935
8/10/2005,-0.000352678,0.000709837,-0.001062515,-0.015534805,-0.015328529,0.023087743,-0.013740061
8/11/2005,-0.009767343,0.000710833,-0.010478176,-0.023364051,-0.027724591,0.011719254,-0.004674571
8/12/2005,0.010377468,0.000710501,0.009666967,0.008849901,0.010045279,-0.005964847,0.009521359
8/15/2005,0.014379896,0.000709173,0.013670723,-0.001088812,-0.000257247,-0.003597148,0.00954045
8/16/2005,-0.008415867,0.00070884,-0.009124708,0.001983872,-0.001322354,-0.004290417,0.011461447
8/17/2005,0.005806641,0.000708508,0.005098132,0.028864102,0.019660155,-0.022244011,0.020165385
8/18/2005,-0.012975174,0.000711829,-0.013687003,-0.010391306,-0.00732093,0.00713431,-0.002705624
8/19/2005,-0.005587704,0.000712493,-0.006300196,-0.011101881,-0.015425919,0.009065694,-0.004006285
8/22/2005,0.019167401,0.000711829,0.018455572,0.004061946,0.004198944,-0.000378587,-0.007698423
8/23/2005,-0.0153588,0.000711829,-0.016070629,-0.005133545,-0.011716518,0.002046768,-0.003774289
8/24/2005,0.003694362,0.000710833,0.002983529,-0.013665109,0.000194375,0.014145105,-0.011848993
8/25/2005,0.018061964,0.000710501,0.017351464,0.022901867,0.014308735,-0.006371135,0.007293904
8/26/2005,-0.010607402,0.000710501,-0.011317903,-0.001910538,-0.003781321,-0.001069381,-0.003774379
8/29/2005,0.009021445,0.000709837,0.008311609,-0.000117213,0.003596655,0.012323281,-0.019017372
8/30/2005,0.004777662,0.000710169,0.004067493,-0.00170441,0.015341537,0.003858909,-0.005741973
8/31/2005,0.013492549,0.000710501,0.012782048,0.008078717,0.003448033,0.004491297,-0.009442086
9/1/2005,0.000885625,0.000711497,0.000174129,-0.008568828,-0.006083177,-0.000657304,0.001858745
9/2/2005,0.009961041,0.000710833,0.009250208,0.010035927,-0.004989843,-0.006086375,0.017337865
9/5/2005,0.007366372,0.000709837,0.006656535,-0.004255968,-0.009823885,-0.00335814,-0.009539278
9/6/2005,0.013652471,0.000709173,0.012943299,0.005348332,-0.006879648,0.000498816,-0.00350591
9/8/2005,0.001015833,0.000707179,0.000308653,-0.00886752,0.000522934,5.43E-06,-0.013250214
9/9/2005,0.017094273,0.000706515,0.016387758,-0.011209991,0.015040836,-0.002352899,-0.007547426
9/12/2005,-0.001914127,0.00070585,-0.002619977,-0.015270142,-0.006924781,0.003497502,0.001478739
9/13/2005,-0.010357327,0.000705517,-0.011062845,0.022888342,0.018142426,-0.015265026,0.014133751
9/14/2005,0.005491789,0.000704852,0.004786937,-0.007798326,0.007746777,-0.004106105,-0.002083926
9/15/2005,0.008736274,0.00070452,0.008031754,-0.008038564,0.004066783,-0.003126358,-0.000864124
9/16/2005,0.012279207,0.000704187,0.01157502,-0.012239678,-0.025512952,0.015164305,-0.01580928
9/19/2005,0.009269724,0.000703855,0.008565869,0.013199075,0.010314017,-0.001115371,-0.002527987
9/20/2005,0.004779044,0.000704187,0.004074857,-0.017422327,1.65E-05,0.009620394,0.008706693
9/21/2005,0.025777272,0.000702857,0.025074415,-0.01265369,-0.008751986,0.011280457,0.000337777
9/22/2005,-0.006214991,0.000702524,-0.006917515,0.001712041,-0.001342691,0.003048465,0.015338438
9/23/2005,0.011845183,0.000702192,0.011142991,0.023486354,0.026163153,-0.01112569,0.01245285
9/26/2005,-0.004955539,0.000702192,-0.00565773,-0.002702594,-0.004741801,-0.002945841,-0.005055126
9/27/2005,-0.004686965,0.000702192,-0.005389157,-0.00510854,0.00279123,0.005128836,-0.026500832
9/28/2005,0.013783095,0.000701526,0.013081569,-0.000667054,0.014362919,-0.004504281,0.008167826
9/29/2005,-0.004297223,0.00070086,-0.004998083,-0.000650326,0.003964144,-0.003868499,0.009862836
9/30/2005,0.009033498,0.000701526,0.008331972,0.012643317,-0.000991913,-0.013389423,0.007157356
10/3/2005,0.01051872,0.000701193,0.009817527,0.013131914,-0.002857535,0.007661064,-0.013654668
10/4/2005,-0.015378513,0.000700528,-0.01607904,0.004508389,-0.006045498,-0.002525045,0.006514052
10/5/2005,-0.036592113,0.000699196,-0.037291309,0.026708889,0.016555829,-0.008163514,0.033823936
10/6/2005,-0.031294168,0.000699196,-0.031993364,0.006892123,0.010430392,-0.007007436,-0.006979516
10/7/2005,0.019988305,0.000697864,0.019290442,0.014944628,0.000603483,-0.004581456,-0.00794425
10/10/2005,0.008026709,0.000696864,0.007329844,-0.000377535,-0.001352583,0.001020889,0.011424272
10/11/2005,0.013795511,0.000696198,0.013099313,-0.021547359,0.015150593,0.01166657,-0.008692758
10/13/2005,-0.026843641,0.000695865,-0.027539506,0.006099838,0.023254014,-0.018145439,0.003872491
10/14/2005,-0.003852969,0.000695198,-0.004548167,-0.010609972,-0.006403168,0.006398611,0.002485433
10/17/2005,0.017837648,0.000693531,0.017144117,-0.018914312,-0.012458687,0.021983856,-0.017531842
10/18/2005,-0.033991896,0.000692531,-0.034684426,0.000225654,-0.003158649,0.011257263,0.020165928
10/19/2005,-0.000609837,0.000692531,-0.001302368,0.042955114,0.022416426,-0.010509752,-0.007242838
10/20/2005,-0.029418987,0.000686189,-0.030105176,-0.017473574,-0.010461007,-0.004418785,0.018670319
10/21/2005,0.02945727,0.000685855,0.028771415,0.002084694,-0.000532744,-0.005787839,-0.005490249
10/24/2005,0.027826999,0.000685521,0.027141479,-0.001494639,-0.018126951,0.017257982,-0.01914995
10/25/2005,-0.010051271,0.000684852,-0.010736123,0.000278042,-0.007012274,-0.000693912,0.010246314
10/26/2005,0.00659791,0.000684852,0.005913058,0.004745489,-0.015222281,0.006611046,-0.019309404
10/27/2005,-0.018601295,0.000684852,-0.019286148,-0.006888516,-0.014138715,-0.003565674,0.014969078
10/28/2005,0.006317086,0.000684852,0.005632233,0.003757101,-0.00454257,0.000835543,0.003899708
10/31/2005,0.031760805,0.000684184,0.031076621,-0.021790039,-0.008625618,0.0130969,-0.009535493
11/1/2005,0.020513217,0.000684184,0.019829034,-0.010385739,0.013335474,0.006437639,-0.006941305
11/3/2005,0.006706238,0.000682178,0.00602406,0.007117658,0.011270605,0.012737969,-0.010667113
11/4/2005,-0.007915464,0.000682178,-0.008597642,0.017575487,0.019246858,-0.021085275,0.019801554
11/7/2005,0.004033277,0.000680171,0.003353105,0.002532632,-0.017054622,0.001648664,0.01081814
11/8/2005,0.004594811,0.000679502,0.003915309,-0.010848,-0.00656752,0.010139687,-0.005203398
11/9/2005,-0.005901369,0.000676489,-0.006577858,0.006416662,-1.70E-05,0.005347752,-0.00146731
11/10/2005,-0.001488402,0.000674815,-0.002163216,0.035327731,0.015801049,-0.025378543,0.02965948
11/11/2005,-0.008683658,0.000674144,-0.009357803,-0.015059806,-0.00776906,0.001970139,0.00417626
11/14/2005,-0.003899012,0.000673139,-0.004572151,-0.010477861,-0.012725473,0.01573848,-0.021875371
11/16/2005,0.010420379,0.000669786,0.009750593,0.000937663,-0.006383211,0.006254462,-0.02296352
11/17/2005,0.018586123,0.000669115,0.017917008,-0.008699615,-0.01052866,0.009293058,0.006984476
11/18/2005,-0.002213815,0.000667773,-0.002881588,-0.001433139,-0.002729234,0.00099813,-0.008303134
11/21/2005,0.001808903,0.000666095,0.001142809,-0.008779696,-0.000480589,0.002144749,-0.00109305
11/22/2005,0.01425186,0.000664751,0.013587108,0.002134943,-0.003361986,0.000399084,-0.013535897
11/23/2005,0.01292335,0.000663072,0.012260278,0.007924106,-0.005870683,0.002821488,-0.003742237
11/24/2005,-0.003456206,0.000663744,-0.00411995,0.008517623,0.01423476,-0.005855443,0.009201403
11/25/2005,0.00245306,0.00066408,0.00178898,-0.000690993,-0.010489957,0.009383403,-0.011072
11/28/2005,-0.017273859,0.000663072,-0.017936931,0.013977703,0.000571254,-0.010290856,0.00660833
11/29/2005,0.007178681,0.000662064,0.006516618,0.003711523,0.009516785,-0.000652913,-0.003012442
11/30/2005,0.005467663,0.000660383,0.004807281,-0.002201936,0.018570385,0.002605813,-0.014720491
12/1/2005,0.022463582,0.000660719,0.021802863,-0.010626954,-0.014485395,0.005132593,-0.010018602
12/2/2005,0.009211901,0.000660719,0.008551182,-0.000591592,-0.000914155,-0.008840116,0.020015338
12/5/2005,-0.00111403,0.000658365,-0.001772395,-0.007665015,-0.004974082,0.00301794,0.002244047
12/6/2005,0.010110014,0.000657356,0.009452658,0.020730629,0.02552769,-0.00614917,0.004894727
12/7/2005,-0.016648155,0.000656346,-0.017304501,0.030802151,0.016305823,-0.012758452,0.009505032
12/8/2005,-0.008193138,0.000655336,-0.008848474,0.00514892,-0.004608254,-0.006338855,0.004786859
12/9/2005,0.00972759,0.000653316,0.009074274,0.010002003,-0.000312362,-0.012575394,-0.000901589
12/12/2005,0.003560573,0.000652642,0.002907931,-0.003319206,-0.004323982,0.006460703,0.001677342
12/13/2005,0.008997681,0.000651631,0.00834605,0.008697542,0.002302948,-0.00448749,0.005357995
12/14/2005,0.005701945,0.000649609,0.005052336,-0.007140342,0.004300673,-0.001314931,0.002690586
12/15/2005,-0.009524173,0.000650283,-0.010174457,-0.006520804,-0.004200864,0.002254842,0.000656943
12/16/2005,0.002436113,0.000650283,0.00178583,0.001185585,-0.005541198,0.005663751,-0.012645015
12/19/2005,-0.006729823,0.000650283,-0.007380106,-0.015826266,-0.001023644,-0.003397664,-0.00337367
12/20/2005,0.001107649,0.000649609,0.00045804,0.013957438,0.005231601,0.012948878,-0.004142538
12/21/2005,0.01310753,0.000649272,0.012458259,-0.005957618,-0.003468731,0.01093545,-0.011599892
12/22/2005,0.002381079,0.000649272,0.001731808,0.004757727,0.004140636,0.008256186,-0.003469602
12/23/2005,-0.00268014,0.000649272,-0.003329411,0.00242491,-0.011391197,0.001261144,0.009857678
12/26/2005,-0.004614,0.000648935,-0.005262934,0.006426278,0.008288266,-0.008652068,0.004398413
12/27/2005,0.002653314,0.00064826,0.002005053,-4.90E-05,-0.00855956,-0.0026914,0.002926082
12/28/2005,-0.001126607,0.000647923,-0.00177453,-0.01577364,-0.016756991,0.007140053,-0.007553684
12/29/2005,0.006537173,0.000647248,0.005889925,0.008931795,0.014209107,-0.000180606,0.000202253
1/2/2006,0.005297377,0.000646911,0.004650466,-0.007025702,0.003253108,0.016058754,-0.018109953
1/3/2006,0.027034189,0.000646236,0.026387953,-0.003189816,0.007510447,0.012363776,-0.028733235
1/4/2006,0.018789579,0.000645224,0.018144355,0.004884275,-0.012431193,0.001431491,0.018618288
1/5/2006,0.001897449,0.000644211,0.001253238,0.001559211,-0.014598984,0.017250067,0.002000343
1/6/2006,0.018558628,0.000643873,0.017914755,0.006596294,-0.006103998,0.007310398,-0.006663372
1/9/2006,-0.002474029,0.000642523,-0.003116552,0.012281236,0.005941554,0.015970665,0.004523653
1/10/2006,-0.003051074,0.000640834,-0.003691908,-0.010871267,-0.013528054,-0.002254233,0.000186556
1/11/2006,0.024546214,0.000640158,0.023906056,-0.007461984,0.008052307,0.009471463,-0.004334483
1/12/2006,-0.000836347,0.000638806,-0.001475152,-0.010246646,-0.005738426,0.014683168,-0.009467393
1/13/2006,0.004036207,0.000637791,0.003398416,-0.003450935,0.002752234,0.007940107,2.87E-05
1/16/2006,0.015301575,0.000636777,0.014664798,0.008155716,0.007397072,0.001891802,-0.002018637
1/17/2006,-0.011166459,0.000635085,-0.011801544,0.009236443,-0.00267116,0.001995279,-0.006733224
1/18/2006,-0.00825454,0.000635085,-0.008889626,0.023456512,0.006038961,-0.009398417,0.014478414
1/19/2006,0.031659804,0.000629668,0.031030136,-0.00984835,-0.007289846,0.012869815,-0.013588917
1/20/2006,-0.003242735,0.00062899,-0.003871725,-0.000602321,0.01139904,0.003324477,0.002974621
1/23/2006,-0.002479895,0.000629329,-0.003109224,0.011108521,0.005579383,0.005914178,-7.39E-05
1/24/2006,0.019501604,0.000629329,0.018872275,-0.006107014,-0.005094597,0.013934981,-0.011803696
1/26/2006,0.013295567,0.000630345,0.012665221,-0.003767008,0.005482406,-0.014969797,0.005666478
1/27/2006,-0.006266329,0.000630345,-0.006896675,-0.002601331,-0.015641494,-0.010478293,0.007261717
1/30/2006,0.010904897,0.000629329,0.010275568,-0.017091074,0.002807929,0.005208551,-0.009343637
1/31/2006,0.005887383,0.00062899,0.005258393,-0.03324093,-0.023750118,0.014583415,-0.025940837
